"app_id";"page_id";"item_name";"value_en";"value_cz";"value_sk";"value_pl";"value_hu"
770;945;"HELP_SLIPPED_ITEMS";"Translations already used on page components, but not present in translations table.";"Překlady již použité na součástech stránky, které však nejsou uvedeny v tabulce překladů.";"Preklady, ktoré sa už použili v komponentoch stránky, ale nie sú uvedené v tabuľke prekladov.";"Tłumaczenia już użyte w komponentach strony, ale nieobecne w tabeli tłumaczeń.";"Az oldalkomponenseken már használt, de a fordítási táblázatban nem szereplő fordítások."
770;945;"HELP_UNUSED_ITEMS";"Translated items not used on related page.";"Přeložené položky nepoužité na související stránce.";"Preložené položky nepoužité na súvisiacej stránke.";"Przetłumaczone elementy nieużywane na powiązanej stronie.";"A kapcsolódó oldalon nem használt fordított elemek."
770;945;"PAGE_NAME";"Translations";"Překlady";"Preklady";"Tłumaczenia";"Fordítások"
770;945;"REGION_MESSAGES";"Messages";"Zprávy";"Správy";"Wiadomości";"Üzenetek"
770;945;"REGION_NEW_ITEMS";"New Items";"Nové položky";"Nové položky";"Nowe pozycje";"Új tételek"
770;945;"REGION_PAGE_ITEMS";"Translated Items";"Přeložené položky";"Preložené položky";"Pozycje przetłumaczone";"Fordított tételek"
770;945;"REGION_SLIPPED_ITEMS";"Slipped Items";"Ztracené položky";"Posunuté položky";"Przedmioty wyślizgane";"Csúszott elemek"
770;945;"REGION_UNUSED_ITEMS";"Unused Items";"Nepoužité položky";"Nepoužité položky";"Pozycje niewykorzystane";"Fel nem használt tételek"
770;950;"BUTTON_RECOMPILE";"Recompile";"Překompilovat";"Prekompilujte stránku";"Przekompiluj";"Újrafordítás"
770;950;"BUTTON_RECOMPILE_FORCE";"Force recompilation on all objects";"Vynucení překompilování všech objektů";"Vynútiť prekompilovanie všetkých objektov";"Wymuś ponowną kompilację na wszystkich obiektach";"Újrafordítás kikényszerítése minden objektumra"
770;950;"PAGE_NAME";"Database Objects";"Databázové objekty";"Objekty databázy";"Obiekty bazy danych";"Adatbázis objektumok"
770;951;"BUTTON_DESELECT_ALL";"Cancel Selection";"Zrušit výběr";"Zrušiť výber";"Anuluj wybór";"Cancel Selection"
770;951;"BUTTON_MOVE_SELECTED_DOWN";"Move selected columns to the bottom";"Přesun vybraných sloupců na spodní stranu";"Presun vybraných stĺpcov na spodok";"Przesuń wybrane kolumny na dół";"Kijelölt oszlopok alulra helyezése"
770;951;"BUTTON_PURGE";"Purge recyclebin and droped columns";"Vyčištění recyklačního koše a vyřazených sloupců";"Vyčistenie recyklačného koša a vyradených stĺpcov";"Wyczyść kosz na śmieci i porzucone kolumny";"A hulladéktároló és az eldobott oszlopok tisztítása"
770;951;"BUTTON_RECALC_ALL";"Recalculate stats on visible tables";"Přepočítat statistiky ve viditelných tabulkách";"Prepočítanie štatistík vo viditeľných tabuľkách";"Przeliczanie statystyk w widocznych tabelach";"Statisztikák újraszámítása a látható táblázatokon"
770;951;"BUTTON_SHRINK_ALL";"Shrink visible tables";"Zmenšení viditelných tabulek";"Zmenšenie viditeľných tabuliek";"Zmniejsz widoczność tabel";"Látható táblázatok zsugorítása"
770;951;"PAGE_NAME";"Tables";"Tabulky";"Tabuľky";"Tabele";"Táblák"
770;951;"REGION_CHECK_DATA_TYPE";"Check Data Types";"Kontrola datových typů";"Kontrola dátových typov";"Sprawdź typy danych";"Adattípusok ellenőrzése"
770;951;"REGION_COLUMNS";"Columns";"Sloupce";"Stĺpce";"Kolumny";"Oszlopok"
770;951;"REGION_CONSTRAINTS";"Constraints";"Omezení";"Obmedzenia";"Ograniczenia";"Korlátozások"
770;951;"REGION_FIX_DATA_TYPE";"Fix Data Types";"Oprava datových typů";"Oprava dátových typov";"Popraw typy danych";"Adattípusok javítása"
770;951;"REGION_INDEXES";"Indexes";"Indexy";"Indexy";"Indeksy";"Indexek"
770;951;"REGION_MISSING_INDEXES";"Missing Indexes";"Chybějící indexy";"Chýbajúce indexy";"Brakujące indeksy";"Hiányzó indexek"
770;951;"REGION_PARTITIONS";"Partitions";"Příčky";"Priečky";"Przegrody";"Partíciók"
770;951;"REGION_TABLES";"Tables";"Tabulky";"Tabuľky";"Tabele";"Táblák"
770;952;"BUTTON_DISABLE";"Disable";"Zakázat";"Zakázať";"Wyłącz";"A  letiltása"
770;952;"BUTTON_ENABLE";"Enable";"Povolit";"Povolenie stránky";"Włącz";"Engedélyezze a"
770;952;"PAGE_NAME";"Triggers";"Spouště";"Spúšťače";"Wyzwalacze";"Triggers"
770;955;"BUTTON_BUTTON_REBUILD";"Refresh Views";"Obnovit zobrazení";"Obnovenie zobrazení";"Odśwież widok";"Nézetek frissítése"
770;955;"PAGE_NAME";"Views";"Pohledy";"Zobrazenia";"Widoki";"Nézettség"
770;955;"REGION_VIEWS";"Views";"Zobrazení";"Zobrazenia";"Widoki";"Nézettség"
770;960;"BUTTON_FORCE_RECOMPILATION";"Force Recompilation";"Vynucení rekompilace";"Vynútenie rekompilácie";"Wymuś ponowną kompilację";"Újrafordítás kikényszerítése"
770;960;"PAGE_NAME";"Packages";"Balíčky";"Balíky";"Pakiety";"Csomagok"
770;960;"REGION_ARGUMENTS";"Arguments";"Argumenty";"Argumenty";"Argumenty";"Érvek"
770;960;"REGION_MODULES";"Modules";"Moduly";"Moduly";"Moduły";"Modulok"
770;960;"REGION_PACKAGES";"Packages";"Balíčky";"Balíky";"Pakiety";"Csomagok"
770;961;"BUTTON_CLOSE";"Close";"Zavřít";"Zatvoriť";"Zamknij";"Zárja be a"
770;961;"BUTTON_COPY_SOURCE";"Copy Source";"Zdroj kopírování";"Zdroj kopírovania";"Kopiuj Źródło";"Forrás másolása"
770;961;"BUTTON_GENERATE_CALLER";"Caller";"Volající";"Volajúci";"Osoba dzwoniąca";"Hívó"
770;961;"BUTTON_GENERATE_HANDLER";"Handler";"Handler";"Handler";"Opiekun";"Kezelő"
770;961;"PAGE_NAME";"Source Code";"Zdrojový kód";"Zdrojový kód";"Kod źródłowy";"Forráskód"
770;965;"PAGE_NAME";"Sequences";"Sekvence";"Sekvencie";"Sekwencje";"Sorozatok"
770;969;"COLUMN_ACL";"ACL";"ACL";"ACL";"ACL";"ACL"
770;969;"PAGE_NAME";"Grants";"Granty";"Granty";"Dotacje";"Támogatások"
770;970;"BUTTON_REBUILD";"Rebuild";"Přestavit";"Prestavba";"Przebudowa";"Újjáépítés"
770;970;"COLUMN_C001";"Name";"Název";"Názov";"Nazwa";"Név"
770;970;"COLUMN_C002";"Group";"Skupina";"Skupina";"Grupa";"Csoport"
770;970;"COLUMN_C003";"Default Value";"Výchozí hodnota";"Predvolená hodnota";"Wartość domyślna";"Alapértelmezett érték"
770;970;"COLUMN_CONTEXT_ID";"Context Id";"Kontextová identita";"Identifikátor kontextu";"Kontekst Id";"Kontextus azonosító"
770;970;"COLUMN_CONTEXT_NAME";"Context Name";"Název kontextu";"Názov kontextu";"Nazwa kontekstu";"Kontextus neve"
770;970;"COLUMN_DATA_TYPE";"Data Type";"Typ dat";"Typ údajov";"Typ danych";"Adattípus"
770;970;"COLUMN_IS_DATE";"Date";"Datum";"Dátum";"Data";"Dátum"
770;970;"COLUMN_IS_NUMERIC";"Number";"Číslo";"Číslo";"Numer";"Szám"
770;970;"COLUMN_IS_PRIVATE";"Private";"Soukromé";"Súkromná stránka";"Prywatna";"Privát"
770;970;"COLUMN_PROCEDURE_NAME";"Procedure Name";"Název postupu";"Názov postupu";"Nazwa procedury";"Eljárás neve"
770;970;"COLUMN_REFERENCES_PROCEDURES";"Procedures";"Postupy";"Postupy";"Procedury";"Eljárások"
770;970;"COLUMN_REFERENCES_VIEWS";"Views";"Zobrazení";"Zobrazenia";"Widoki";"Nézettség"
770;970;"COLUMN_SETTING_GROUP";"Group";"Skupina";"Skupina";"Grupa";"Csoport"
770;970;"COLUMN_SETTING_NAME";"Name";"Název";"Názov";"Nazwa";"Név"
770;970;"COLUMN_SETTING_VALUE";"Default Value";"Výchozí hodnota";"Predvolená hodnota";"Wartość domyślna";"Alapértelmezett érték"
770;970;"GROUP_DATA_TYPE";"Data Type";"Typ dat";"Typ údajov";"Typ danych";"Adattípus"
770;970;"GROUP_REFERENCES";"References";"Odkazy";"Odkazy";"Referencje";"Hivatkozások"
770;970;"GROUP_SETTING";"Setting";"Nastavení";"Nastavenie";"Ustawienie";"A  beállítása"
770;970;"HELP_CONTEXT_VALUES";"Assign/check context values in a pivoted table.";"Přiřazení/kontrola kontextových hodnot v otočné tabulce.";"Priradenie/kontrola hodnôt kontextu v otočnej tabuľke.";"Przypisywanie/sprawdzanie wartości kontekstowych w tabeli przestawnej.";"Kontextusértékek hozzárendelése/ellenőrzése egy felosztott táblázatban."
770;970;"HELP_CONTEXTS";"Settings override to access different setting values depending on provided context.<br />Column Order# represents order of columns in the pivoted table above.";"Přepsání nastavení pro přístup k různým hodnotám nastavení v závislosti na zadaném kontextu.<br />Column Order# představuje pořadí sloupců ve výše uvedené otočné tabulce.";"Override nastavenia na prístup k rôznym hodnotám nastavenia v závislosti od zadaného kontextu.<br />Column Order# predstavuje poradie stĺpcov vo vyššie uvedenej otočnej tabuľke.";"Zastąpienie ustawień w celu uzyskania dostępu do różnych wartości ustawień w zależności od kontekstu.<br />Column Order# przedstawia kolejność kolumn w tabeli przestawnej powyżej.";"Beállítások felülbírálása, hogy a megadott kontextustól függően különböző beállítási értékekhez férjen hozzá.<br />Az oszlopok sorrendje# az oszlopok sorrendjét jelöli a fenti pivotizált táblázatban."
770;970;"HELP_SETTINGS";"Settings for the application available to developers through generated package.";"Nastavení aplikace dostupné vývojářům prostřednictvím vygenerovaného balíčku.";"Nastavenia aplikácie dostupné vývojárom prostredníctvom vygenerovaného balíka.";"Ustawienia aplikacji dostępne dla programistów poprzez wygenerowany pakiet.";"A fejlesztők számára a generált csomagon keresztül elérhető beállítások az alkalmazáshoz."
770;970;"PAGE_NAME";"Settings";"Nastavení";"Nastavenia";"Ustawienia";"Beállítások"
770;970;"REGION_CONTEXT_VALUES";"Context Values";"Kontextové hodnoty";"Kontextové hodnoty";"Wartości kontekstowe";"Kontextus értékek"
770;970;"REGION_CONTEXTS";"Contexts";"Kontexty";"Kontexty";"Konteksty";"Kontextusok"
770;990;"BUTTON_CLONE_SESSION";"Clone Session";"Klonování relací";"Klonovanie relácie";"Klonowanie sesji";"Klón munkamenet"
770;990;"PAGE_NAME";"User Info";"Informace pro uživatele";"Informácie pre používateľa";"Informacje dla użytkownika";"Felhasználói információk"
770;990;"REGION_FORM_USERS";"User Info";"Informace pro uživatele";"Informácie pre používateľa";"Informacje dla użytkownika";"Felhasználói információk"
770;995;"PAGE_NAME";"Clone Session";"Klonování relace";"Klonovanie relácie";"Klonowanie sesji";"Klón munkamenet"
